id_nesreca,klas_nesreca,upravna_enota,cas_nesreca,naselje_ali_izven,kategorija_cesta,oznaka_cesta_ali_naselje,tekst_cesta_ali_naselje,oznaka_odsek_ali_ulica,tekst_odsek_ali_ulica,stacionazna_ali_hisna_st,opis_prizorisce,vzrok_nesreca,tip_nesreca,vreme_nesreca,stanje_promet,stanje_vozisce,stanje_povrsina_vozisce,x,y,x_wgs84,y_wgs84
038139,B,5503,"1995-01-09 22:40:00",D,N,03011,CELJE,00028,"DEČKOVA CESTA",NULL,R,VR,NT,J,N,SU,A,520765,121853,15.2644472730006,46.2404865087868
038141,B,5524,"1995-01-10 08:35:00",D,N,25001,LJUBLJANA,27130,"VODNIKOVA CESTA",NULL,P,PV,OP,J,R,SU,A,460688,102713,14.4870490678874,46.0674323267749
038142,B,5524,"1995-01-10 11:30:00",D,N,25001,LJUBLJANA,28053,"BARJANSKA CESTA",NULL,R,PD,ÈT,J,N,SU,A,461706,100192,14.5004120689841,46.0448088113685
038144,P,5524,"1995-01-10 11:40:00",D,N,25001,LJUBLJANA,25041,"GOSPOSVETSKA CESTA",NULL,Z,PD,PP,J,N,SU,A,461912,101395,14.5029766124965,46.0556439999952
038145,B,5542,"1995-01-05 19:20:00",N,R,00337,SL.KONJICE-CVETLIN,01235,TRŽEC-CVETLIN,NULL,C,HI,BT,O,R,SN,A,568237,136575,15.8820854668449,46.369845440345
038147,B,5524,"1995-01-10 12:30:00",D,L,90301,BREZOVICA-PODPEČ,00000,"NI ODSEKOV",0133,C,HI,TO,J,N,SU,A,NULL,NULL,NULL,NULL
038148,L,5505,"1995-01-11 02:20:00",N,R,00335,DRAŠICI-VINICA,01212,PODZEMELJ-ČRNOMELJ,NULL,C,HI,PR,J,R,SU,A,515502,48338,15.1938864098409,45.5791602631687
038149,B,5542,"1995-01-06 12:30:00",D,V,42123,PODLEHNIK,00000,"NI ULIC",NULL,C,HI,BT,O,R,SN,A,568034,132795,15.8789019825161,46.3358610264441
038150,L,5524,"1995-01-10 14:40:00",D,N,25001,LJUBLJANA,25053,"HRVATSKI TRG",NULL,R,PD,ÈT,J,G,SU,A,463174,101047,14.5193126504589,46.0525827394702
038151,B,5551,"1995-01-10 15:20:00",N,L,97129,GABROVNIK,00000,"NI ODSEKOV",NULL,C,PD,OP,O,R,SU,A,534375,133995,15.4417992171763,46.3491818318835
038157,B,5511,"1995-01-11 16:45:00",N,M,010-0,"MEJA I-ROBIČ - KALCE",01036,ŽELIN-SP.IDRIJA,NULL,P,PV,OP,J,E,SU,O,419070,107029,13.9484148572252,46.1025788708138
038158,H,5564,"1995-01-01 01:50:00",N,M,00010,"ŠENTILJ - DEKANI",00272,MARIBOR(MOST-PTUJSKA),NULL,C,HI,PP,O,N,MO,A,550070,155482,15.6479937286413,46.54151576045
038159,B,5564,"1995-01-09 10:05:00",D,N,64033,MARIBOR,00066,"DALMATINSKA ULICA",NULL,C,PV,TV,J,N,SU,A,549578,155895,15.6416230536356,46.5452673304716
038160,B,5564,"1995-01-09 13:00:00",N,M,00003,"MEJA A-VIČ-ORMOŽ-MEJA RH",00245,"RUTA-MARIBOR (SLAVIJA)",NULL,C,PV,BT,J,N,SU,A,550262,157376,15.6507005227466,46.5585402231318
038161,L,5564,"1995-01-07 19:30:00",N,M,00003,"MEJA A-VIČ-ORMOŽ-MEJA RH",00246,MARIBOR(TEZNO)-HAJDINA,NULL,R,PD,ÈT,J,N,SP,A,550904,154943,15.6588083183425,46.5366047322024
038162,B,5564,"1995-01-01 14:00:00",D,N,64033,MARIBOR,00118,"GOSPOSVETSKA CESTA",NULL,C,SV,OP,O,N,MO,A,548974,157747,15.6339418350709,46.5619721097571
038163,B,5564,"1995-01-04 11:50:00",D,N,64033,MARIBOR,00488,"STROSSMAYERJEVA ULICA",NULL,R,VR,ÈT,J,N,SU,A,549655,157727,15.6428215839724,46.5617426206195
038165,B,5564,"1995-01-06 10:10:00",D,N,64033,MARIBOR,00504,"ŠTREKLJEVA ULICA",NULL,C,SV,OP,S,R,SN,M,NULL,NULL,NULL,NULL
038166,B,5564,"1995-01-05 07:05:00",D,N,64033,MARIBOR,00586,"ULICA PARIŠKE KOMUNE",0000,R,HI,ÈT,S,N,SN,A,NULL,NULL,NULL,NULL
038168,B,5517,"1995-01-11 06:50:00",N,R,00310,BERTOKI-GRAČIŠČE,01061,BERTOKI-GRAČIŠČE,NULL,C,HI,OS,O,N,MO,A,404529,44774,13.7727438631154,45.5406620407347
038169,B,5564,"1995-01-05 05:35:00",N,L,99430,"MARIBOR CESTE",99430,"NI ODSEKOV",NULL,C,HI,BT,O,R,SN,A,NULL,NULL,NULL,NULL
038170,B,5506,"1995-01-02 00:55:00",D,N,06139,VIR,00020,"PAPIRNIŠKA CESTA",NULL,C,PV,TV,O,R,MO,A,469811,113085,14.6043047000664,46.1612195135966
038171,B,5506,"1995-01-03 06:20:00",N,L,92604,MENGEŠ-RADOMLJE-ROVA,00000,"NI ODSEKOV",NULL,C,HI,BT,M,N,PN,A,467402,113915,14.5730555662575,46.1685748571401
038172,B,5506,"1995-01-03 07:20:00",N,R,00371,LJUBLJANA-MEKINJE,01357,ŠENTJAKOB-DOMŽALE,NULL,C,PD,BT,O,N,SP,A,468143,105391,14.5832300538131,46.0919187103504
038174,B,5506,"1995-01-05 15:40:00",N,R,00371,LJUBLJANA-MEKINJE,01357,ŠENTJAKOB-DOMŽALE,NULL,A,PV,TV,J,N,SU,A,468192,105587,14.5838504400574,46.0936844693662
038175,B,5551,"1995-01-11 21:30:00",D,R,00367,ZG.DOLIČ-STRANICE,01350,ZG.DOLIČ-STRANICE,0101,C,SV,OP,J,R,SU,A,523272,138189,15.297750730143,46.3873810778092
038177,B,5506,"1995-01-06 09:10:00",D,N,06020,DOMŽALE,00016,"SLAMNIKARSKA ULICA",NULL,C,HI,NT,S,N,SU,A,469349,110805,14.5984719806572,46.1406852169905
038178,B,5506,"1995-01-10 21:55:00",N,L,92604,MENGEŠ-RADOMLJE-ROVA,00000,"NI ODSEKOV",NULL,C,SV,OP,J,N,SU,A,467402,113915,14.5730555662575,46.1685748571401
038180,B,5562,"1995-01-10 14:50:00",D,M,00010,"ŠENTILJ - DEKANI",00367,ŽALEC-ŠEMPETER,0029,C,PD,BT,J,G,SU,A,509913,123527,15.123765604577,46.2557866492932
038182,B,5503,"1995-01-07 12:05:00",D,N,03011,CELJE,00208,"VRUNČEVA ULICA",NULL,C,HI,ÈT,J,N,MO,A,520995,121434,15.267411297738,46.236709784725
038183,B,5564,"1995-01-12 20:45:00",D,M,00003,"MEJA A-VIČ-ORMOŽ-MEJA RH",00246,MARIBOR(TEZNO)-HAJDINA,0184,P,PV,TV,O,R,SU,A,550037,155344,15.6475487312646,46.5402767282009
038184,B,5562,"1995-01-02 02:20:00",D,V,62031,KASAZE,00000,"NI ULIC",NULL,P,PV,TV,J,N,SP,A,514893,121219,15.1882870259409,46.2349330741105
038185,H,5524,"1995-01-12 21:05:00",D,N,25001,LJUBLJANA,28069,"JAMOVA CESTA",NULL,R,PD,BT,J,R,SU,A,461155,100178,14.4932940416842,46.0446515107487
038186,B,5568,"1995-01-09 15:30:00",D,N,68012,"LOVRENC NA POHORJU",00004,"POT ŠERCERJEVE BRIGADE",NULL,C,HI,BT,J,R,PN,A,NULL,NULL,NULL,NULL
038187,B,5562,"1995-01-05 15:20:00",D,V,62079,"ŠEMPETER V SAVINJ DOLINI",00000,"NI ULIC",NULL,C,HI,ÈT,O,N,SN,A,509329,123383,15.1161881498881,46.2544990072579
038189,B,5543,"1995-01-05 13:10:00",N,M,00003,"MEJA A-VIČ-ORMOŽ-MEJA RH",00244,BREZNO-RUTA,NULL,C,PR,BT,S,R,SP,A,532322,158521,15.4168066770212,46.5699327872118
038190,B,5508,"1995-01-10 15:30:00",D,N,08014,"GORNJA RADGONA",00007,"JURKOVIČEVA ULICA",NULL,C,PV,OP,J,R,SP,A,575898,171408,15.9873057503287,46.6823715144141
038191,B,5559,"1995-01-06 10:50:00",D,N,59040,VELENJE,00102,"CESTA TALCEV",NULL,C,PV,TV,J,R,SU,A,508703,135039,15.1082754343863,46.3593769217088
038192,P,5559,"1995-01-06 07:05:00",D,M,010-8,"DRAVOGRAD-DOBOVEC-MEJA RH",01260,ZG.DOLIČ-VELENJE,0020,C,PD,ÈT,O,G,MO,A,509967,135138,15.1247030112185,46.3602508914526
038193,L,5536,"1995-01-10 11:00:00",D,N,36080,"MURSKA SOBOTA",00012,"GRAJSKA ULICA",NULL,C,PV,PP,J,N,SU,A,589186,169551,16.160617798054,46.6640379419912
038194,B,5540,"1995-01-12 09:20:00",N,M,00002,"ŠKOFIJE - SEČOVLJE",00373,RUDA(IZOLA)-VALETA,NULL,C,PR,BT,J,N,SU,A,392122,43340,13.6142331486601,45.5259451547791
038195,B,5522,"1995-01-05 05:35:00",D,V,22018,HOTIZA,00000,"NI ULIC",NULL,C,SV,OP,S,N,SN,A,604572,157178,16.3588391572923,46.5505383317843
038197,B,5559,"1995-01-07 14:10:00",D,N,59040,VELENJE,00081,"ULICA DUŠANA KVEDRA",NULL,C,SV,ÈT,J,R,SU,A,510094,136183,15.1263750675458,46.3696509253602
038198,L,5564,"1995-01-12 11:20:00",N,M,00003,"MEJA A-VIČ-ORMOŽ-MEJA RH",00246,MARIBOR(TEZNO)-HAJDINA,NULL,C,PR,BT,J,N,SU,A,558490,147579,15.7567801103579,46.4697458784222
038200,B,5505,"1995-01-01 22:10:00",D,V,05133,SEMIČ,00000,"NI ULIC",NULL,P,PV,OP,O,N,MO,A,NULL,NULL,NULL,NULL
038201,B,5508,"1995-01-09 13:30:00",D,N,08014,"GORNJA RADGONA",00014,"PARTIZANSKA CESTA",0000,C,PV,BT,J,G,SU,A,NULL,NULL,NULL,NULL
038203,B,5552,"1995-01-09 10:45:00",N,R,00326,"KOČEVJE-IMENO-MEJA RH",01166,BOŠTANJ-PLANINA,NULL,C,SV,OP,J,R,PP,M,531936,104893,15.4081666108536,46.087469027709
038205,B,5518,"1995-01-01 17:00:00",N,R,00322,ŽIROVNICA-TRZIN,01134,TRŽIČ-KOKRICA,NULL,C,PD,OP,O,N,MO,A,446348,134324,14.2980852907203,46.3508410072912
038206,B,5544,"1995-01-08 02:55:00",N,M,00001,"KORENSKO SEDLO - BREGANA",00207,ŽIROVNICA-LESCE,NULL,C,SV,OP,J,R,SU,A,435038,136887,14.1507931854402,46.3729014208548
038207,B,5518,"1995-01-04 18:30:00",N,R,00319,"ZG JEZERSKO-ŽELIN",01108,KR(PRIMSKOVO-LABORE),NULL,C,VR,NT,O,N,SU,A,451431,120813,14.3655291123686,46.2296746959738
038209,B,5518,"1995-01-05 06:50:00",N,R,0321A,KROPA-ZVIRČE,01126,LIPNICA-PODNART-ZVIRČE,NULL,C,OS,OP,O,N,SU,A,439983,129158,14.2160570703836,46.3038290247063
038210,B,5559,"1995-01-09 22:30:00",D,N,59040,VELENJE,00029,"STANETOVA CESTA",NULL,C,HI,TO,J,N,SU,A,509267,135675,15.1156166281736,46.3650918324064
038211,B,5559,"1995-01-08 07:00:00",D,M,010-8,"DRAVOGRAD-DOBOVEC-MEJA RH",01260,ZG.DOLIČ-VELENJE,0003,P,HI,BT,J,N,SU,A,509688,135042,15.1210754693397,46.3593910765995
038213,L,5517,"1995-01-08 22:00:00",N,R,00311,"KOPER-DRAGONJA-MEJA RH",01062,KOPER-DRAGONJA,NULL,C,PR,BT,J,R,SU,A,400582,41918,13.7227965744947,45.5144151006848
038214,B,5559,"1995-01-10 08:55:00",D,N,59040,VELENJE,00038,"VODNIKOVA CESTA",NULL,P,PV,BT,J,N,SU,A,509323,135276,15.116336798259,46.3615012963084
038215,P,5538,"1995-01-12 12:35:00",N,R,00333,SOTESKA-OBREŽJE-MEJA,01204,"NOVO MESTO-ŠENTJERNEJ",NULL,C,PR,OP,J,N,SU,A,524958,77544,15.3165315962753,45.8416830603532
038216,B,5546,"1995-01-12 08:15:00",D,V,46029,HROVAČA,00000,"NI ULIC",NULL,C,PD,BT,J,N,SU,A,479590,65574,14.7329839000228,45.7341044212613
038217,B,5559,"1995-01-11 06:55:00",D,M,010-8,"DRAVOGRAD-DOBOVEC-MEJA RH",01260,ZG.DOLIČ-VELENJE,0009,C,PV,BT,J,G,SU,A,510187,135247,15.1275642158946,46.3612284096855
038218,B,5537,"1995-01-12 13:40:00",N,R,00305,PLAVE-DOBROVO,01042,PLAVE-DOBROVO,NULL,C,SV,TO,J,R,SU,A,389453,97503,13.567657025743,46.0127300861611
038219,H,5522,"1995-01-10 12:05:00",D,R,00357,MARTJANCI-PINCE,01320,LENDAVA-PINCE,0061,C,HI,NT,J,N,SU,A,612403,157938,16.46111045447,46.5561151369601
038220,B,5559,"1995-01-11 14:25:00",D,R,00342,"POLJANA-DOBRTEŠA VAS",01267,ŠOŠTANJ-PESJE,0020,C,VR,NT,J,N,SU,A,504121,136755,15.0487464467521,46.3748566443894
038222,B,5509,"1995-01-04 15:10:00",N,R,00331,"ŠKOFLJICA-NOVO MESTO",01444,"CIKAVA - GROSUPLJE",NULL,C,PD,ÈT,O,G,SU,A,473401,90546,14.6520639313239,45.9585804030445
038223,B,5562,"1995-01-06 07:15:00",D,V,62042,"LOŽNICA PRI ŽALCU",00000,"NI ULIC",NULL,C,HI,ÈT,S,R,SL,A,514090,123912,15.1779540970217,46.2591790608116
038224,B,5514,"1995-01-06 17:10:00",N,R,00322,ŽIROVNICA-TRZIN,01131,ŽIROVNICA-BEGUNJE,NULL,C,PD,BT,J,N,SU,A,433998,140278,14.1367958763614,46.4033054892113
038225,B,5524,"1995-01-10 20:00:00",D,M,00001,"KORENSKO SEDLO - BREGANA",00213,ŠENTVID-LJ(OBVOZNICA),0259,R,PD,BT,J,N,SU,A,460044,104433,14.4785791762413,46.082869657379
038226,B,5562,"1995-01-10 13:50:00",D,V,62107,PODVIN,00000,"NI ULIC",NULL,C,HI,OP,J,R,PN,A,513076,124338,15.1648128046576,46.2630315533743
038227,S,5548,"1995-01-08 05:15:00",N,R,0301H,"DIVAČA-LIPICA-MEJA I",01026,DIVAČA-LOKEV-LIPICA,NULL,C,HI,BT,J,N,SU,A,417303,58030,13.9340281475647,45.6615618020849
038228,B,5509,"1995-01-11 16:20:00",N,L,92909,"MLAČEVO-VEL LOKA-LUČE",92909,"NI ODSEKOV",NULL,C,SV,BT,O,R,SU,A,478057,86414,14.7123220950492,45.9215695693055
038229,B,5536,"1995-01-06 14:35:00",N,R,00355,"MEJA M-HODOŠ-M.SOBOTA",01315,PETROVCI-MARTJANCI,NULL,C,VR,NT,O,N,MO,A,589267,181081,16.1639040223041,46.7677348666098
038230,B,5538,"1995-01-10 21:50:00",N,L,95889,"PODTURN-VAVTA VAS",00000,"NI ODSEKOV",NULL,C,SV,BT,O,R,MO,A,520849,87862,15.264073040178,45.9346552182672
038231,B,5509,"1995-01-12 14:55:00",N,A,000A1,"PREDOR KARAVANKE-BREGANA",00022,"GROSUPLJE-VIŠNJA GORA",NULL,C,HI,NT,J,N,SU,A,481166,90158,14.7522539787893,45.9553504294689
038233,B,5519,"1995-01-05 10:40:00",D,M,010-3,"CELJE - DRNOVO",00361,BRESTANICA-KRŠKO,0073,C,VR,NT,O,N,SP,A,537994,90591,15.4853721832089,45.9584842220478
038236,B,5519,"1995-01-05 14:20:00",D,N,19085,KRŠKO,00034,"POD GORO",NULL,C,HI,BT,O,R,SP,A,537767,91979,15.4825522033387,45.9709848969051
038237,L,5505,"1995-01-08 17:25:00",N,R,00327,PEROVO-ADLEŠIČI,01178,ČRMOŠNJICE-ČRNOMELJ,NULL,C,HI,TO,J,R,SU,A,508461,58337,15.1038310272249,45.6692503567991
038238,B,5503,"1995-01-07 04:30:00",D,N,03104,"TRNOVLJE PRI CELJU",00016,"TRNOVELJSKA CESTA",NULL,C,SV,OP,N,R,SU,A,NULL,NULL,NULL,NULL
038239,B,5503,"1995-01-05 07:50:00",D,V,03052,LOKOVINA,00000,"NI ULIC",NULL,C,HI,OS,S,R,SN,A,517218,132124,15.2188219493557,46.3329924564201
038240,H,5503,"1995-01-11 15:00:00",D,N,03011,CELJE,00125,"POHORSKA ULICA",NULL,C,PD,BT,J,R,SU,A,520812,122013,15.2650636397415,46.2419246339004
038241,L,5564,"1995-01-13 13:55:00",N,L,99431,"MARIBOR POVRŠINE",99431,"NI ODSEKOV",NULL,C,OS,ÈT,O,N,SU,A,NULL,NULL,NULL,NULL
038242,B,5564,"1995-01-03 15:20:00",D,N,64033,MARIBOR,00087,"ENGELSOVA ULICA",NULL,C,HI,ÈT,O,N,SU,A,548629,156371,15.6292990801595,46.5496182436686
038243,B,5564,"1995-01-05 09:00:00",D,N,64033,MARIBOR,00492,"SVETOZAREVSKA ULICA",NULL,C,VR,NT,S,N,SP,A,NULL,NULL,NULL,NULL
038244,B,5564,"1995-01-06 16:58:00",D,N,64033,MARIBOR,00039,"BORŠTNIKOVA ULICA",NULL,P,PV,BT,S,R,PP,A,548055,155158,15.6216898299711,46.5387467966219
038247,B,5524,"1995-01-13 13:35:00",D,R,00371,LJUBLJANA-MEKINJE,01356,LJ(ŠMARTIN.)-ŠENTJAKOB,0135,C,PV,ÈT,O,R,SU,A,464582,102849,14.537371934094,46.0688707491161
038249,B,5529,"1995-01-05 17:30:00",N,R,00353,RADENCI-ORMOŽ,01310,LJUTOMER-PAVLOVCI,NULL,C,HI,BT,S,N,SN,A,590059,151885,16.1686035763977,46.5050199338407
038252,B,5529,"1995-01-06 11:40:00",N,R,00351,"MEJA M-DOBROVNIK-SENARSKA",01303,KRIŽEVCI-ŽIHLAVA,NULL,C,HI,OP,S,N,PN,A,584120,156648,16.0920937766983,46.5486280153675
038254,B,5529,"1995-01-08 15:30:00",D,V,29058,"STROČJA VAS",00000,"NI ULIC",NULL,R,PD,BT,O,R,SU,A,594190,152394,16.2225194436498,46.5090357273208
038256,B,5524,"1995-01-05 12:30:00",D,N,25001,LJUBLJANA,25067,"KERSNIKOVA ULICA",NULL,P,PV,TV,O,N,SU,A,461974,101438,14.503774374009,46.0560343590141
038257,L,5529,"1995-01-10 19:30:00",D,V,29033,"KRIŽEVCI PRI LJUTOMERU",00000,"NI ULIC",NULL,Z,HI,PP,O,N,MO,A,587744,158316,16.1396557265451,46.5631706609083
038260,B,5539,"1995-01-04 20:25:00",D,R,00353,RADENCI-ORMOŽ,01312,ORMOŽ,0034,R,PD,BT,V,N,SU,A,589725,141415,16.162246803192,46.4108866662423
038261,B,5554,"1995-01-13 14:40:00",N,M,010-8,"DRAVOGRAD-DOBOVEC-MEJA RH",01275,ŠENTJUR-MESTINJE,NULL,C,VR,NT,O,N,SU,A,541504,121153,15.5332965394206,46.233250479097
038263,B,5539,"1995-01-05 19:00:00",D,V,39070,VELIČANE,00000,"NI ULIC",NULL,C,HI,BT,O,R,PP,A,590313,147332,16.1710331790623,46.4640321555219
038264,B,5539,"1995-01-07 22:30:00",D,V,39081,ŽVAB,00000,"NI ULIC",NULL,C,HI,BT,O,R,PN,A,586621,147981,16.1230935626147,46.4703520107771
038267,B,5539,"1995-01-12 09:40:00",D,R,00353,RADENCI-ORMOŽ,01312,ORMOŽ,0004,P,PV,TO,J,N,SU,A,588822,140985,16.1504223927114,46.4071375209047
038268,B,5529,"1995-01-14 10:40:00",D,R,00353,RADENCI-ORMOŽ,01310,LJUTOMER-PAVLOVCI,0003,P,PD,BT,J,G,SU,A,592878,152799,16.2055077319296,46.5128600409114
038269,B,5524,"1995-01-10 14:15:00",D,N,25001,LJUBLJANA,25162,"ŠMARTINSKA CESTA",NULL,C,HI,ÈT,J,N,SU,A,463311,101673,14.5210343190007,46.0582224044911
038270,B,5524,"1995-01-10 18:10:00",D,N,25001,LJUBLJANA,25099,"METELKOVA ULICA",NULL,C,PV,TV,O,N,SU,A,462856,101493,14.5151682367193,46.0565781215033
038272,B,5524,"1995-01-09 16:00:00",D,M,00010,"ŠENTILJ - DEKANI",00297,LJ(VILHARJEVA-DEL.DOM),0043,C,PV,OS,J,N,SU,A,461886,101638,14.5026209852462,46.0578288460173
038273,B,5521,"1995-01-06 17:00:00",N,R,00346,"ROGATEC-TRATE-MEJA A",01288,LENART-TRATE,NULL,C,HI,OS,O,R,MO,A,563923,162172,15.8295136351113,46.600531541008
038274,L,5524,"1995-01-11 05:35:00",D,N,25001,LJUBLJANA,25205,"ZALOŠKA CESTA",NULL,Z,HI,PP,O,N,SU,A,NULL,NULL,NULL,NULL
038275,B,5524,"1995-01-10 16:40:00",D,N,25001,LJUBLJANA,25100,"MIKLOŠIČEVA CESTA",NULL,C,PV,BT,J,N,SU,A,462300,101407,14.5079897853252,46.0557736603794
038276,B,5524,"1995-01-11 11:55:00",D,N,25001,LJUBLJANA,24280,"DUNAJSKA CESTA",NULL,C,HI,PR,J,G,SU,A,NULL,NULL,NULL,NULL
038277,B,5524,"1995-01-11 12:45:00",D,M,00001,"KORENSKO SEDLO - BREGANA",00213,ŠENTVID-LJ(OBVOZNICA),0226,C,PD,OP,J,N,SU,A,460122,104294,14.4795994218043,46.0816236596632
038278,B,5524,"1995-01-11 14:10:00",D,N,25001,LJUBLJANA,26018,"KAVČIČEVA ULICA",NULL,C,VR,NT,J,G,SU,A,464449,102331,14.5356918310783,46.0642032389998
038279,B,5524,"1995-01-12 10:30:00",D,R,00371,LJUBLJANA-MEKINJE,01356,LJ(ŠMARTIN.)-ŠENTJAKOB,0150,C,PV,TV,J,N,SU,A,464846,102908,14.5407800403741,46.0694153442575
038280,B,5552,"1995-01-09 21:30:00",N,L,99121,"TEHARJE-PROSENIŠ-KRIŽNI V",00000,"NI ODSEKOV",NULL,C,SV,OP,O,N,MO,A,NULL,NULL,NULL,NULL
038281,H,5550,"1995-01-11 22:45:00",N,M,003-3,"SLOV. BISTRICA - HAJDINA",01290,SL.BISTRICA-HAJDINA,NULL,C,VR,NT,J,N,SU,A,545718,139548,15.5897038861721,46.3984751328974
038282,H,5550,"1995-01-13 16:45:00",N,M,00010,"ŠENTILJ - DEKANI",00274,HOČE-SL.BISTRICA,NULL,C,HI,PR,O,N,SU,A,549146,143790,15.6347223208479,46.4363991742001
038283,B,5564,"1995-01-15 14:40:00",D,M,00010,"ŠENTILJ - DEKANI",00273,MARIBOR(PTUJSKA)-HOČE,0002,C,VR,NT,J,N,SU,A,550341,151469,15.6510954282423,46.5053940574315
038284,B,5521,"1995-01-13 14:00:00",N,M,010-1,"POČEHOVA - LENDAVA",00314,POČEHOVA-LENART,NULL,C,HI,PR,J,N,SU,A,563321,159308,15.8212676316846,46.5748244839409
038285,B,5516,"1995-01-09 10:15:00",D,N,16055,KOČEVJE-KOČEVJE,00023,"CESTA NA TRATO",NULL,C,SV,BT,O,R,PN,A,489605,55899,14.8618818337089,45.6472766317165
038286,B,5554,"1995-01-12 12:25:00",D,N,54120,"ROGAŠKA SLATINA",00028,"CELJSKA CESTA",NULL,C,PV,OP,J,R,SU,A,549280,121869,15.6341818503821,46.2391773768437
038287,B,5520,"1995-01-08 07:40:00",D,V,20109,LESKOVCA,00000,"NI ULIC",NULL,C,HI,BT,J,R,PN,A,522923,110262,15.2918768352805,46.1361322178832
038289,B,5559,"1995-01-14 21:20:00",N,M,010-8,"DRAVOGRAD-DOBOVEC-MEJA RH",01260,ZG.DOLIČ-VELENJE,NULL,C,HI,OP,J,N,SU,A,514112,140127,15.1787140182322,46.4050651571759
038291,B,5524,"1995-01-15 01:40:00",D,N,25001,LJUBLJANA,25175,"TRG OSVOBODILNE FRONTE",NULL,C,PV,BT,J,R,SU,A,462479,101654,14.5102833675202,46.0580058935462
038293,B,5517,"1995-01-01 14:15:00",N,R,00309,AVER-RIŽANA-MOSTIČJE,01059,AVER-GRAČIŠČE,NULL,C,HI,PR,O,R,MO,A,412775,42598,13.8787017703211,45.5221709896977
038294,B,5509,"1995-01-12 06:10:00",N,M,00001,"KORENSKO SEDLO - BREGANA",00218,"VIŠNJA G -IVANČNA GOR",NULL,C,SV,OP,J,N,SU,A,483064,89121,14.7767757578567,45.9460703847192
038296,L,5542,"1995-01-13 06:20:00",N,M,00011,"HAJDINA - MEJA RH-MACELJ",00352,HAJDINA-JUROVCI,NULL,C,VR,NT,O,N,SU,A,564555,141508,15.83491071777,46.4145818471557
038297,B,5535,"1995-01-11 14:00:00",N,R,00340,ŠENTRUPERT-RINKA,01248,MOZIRJE-RADMIRJE,NULL,C,PD,ÈT,O,G,MO,A,496388,130934,14.9482777135461,46.3224836301681
038298,B,5540,"1995-01-09 22:35:00",N,M,00002,"ŠKOFIJE - SEČOVLJE",00373,RUDA(IZOLA)-VALETA,NULL,C,SV,OP,J,N,SU,A,391935,43290,13.6118510072415,45.5254663075432
038299,L,5504,"1995-01-03 17:20:00",N,R,00378,POSTOJNA-TREBIJA,01373,RAKEK-LOGATEC,NULL,C,SV,OP,J,R,SU,A,444910,78299,14.2859394459615,45.8466836858406
038300,B,5513,"1995-01-13 15:30:00",N,M,00002,"ŠKOFIJE - SEČOVLJE",00373,RUDA(IZOLA)-VALETA,NULL,C,HI,NT,J,N,SU,A,392931,43639,13.6245211213525,45.5287600330588
038301,B,5503,"1995-01-12 20:25:00",D,N,03011,CELJE,00092,"LJUBLJANSKA CESTA",NULL,C,HI,NT,N,N,SU,A,519881,121167,15.2529563468962,46.234340425259
038304,B,5562,"1995-01-09 16:40:00",D,V,62038,"LOČICA OB SAVINJI",00000,"NI ULIC",NULL,C,HI,ÈT,J,N,SP,A,507710,124472,15.0952064945212,46.2643163230093
038306,P,5517,"1995-01-05 18:45:00",N,M,00002,"ŠKOFIJE - SEČOVLJE",00237,BERTOKI-ŠKOCJAN,NULL,C,HI,NT,J,N,SU,A,403692,45448,13.761895469665,45.5466098391649
038315,B,5517,"1995-01-12 19:10:00",D,M,00002,"ŠKOFIJE - SEČOVLJE",00237,BERTOKI-ŠKOCJAN,0004,C,PV,BT,J,R,SU,A,402055,44624,13.7411019929617,45.538967912071
038316,B,5562,"1995-01-11 14:55:00",D,N,62104,ŽALEC,00032,"CESTA OB ŽELEZNICI",NULL,C,HI,BT,J,R,SU,A,513325,122748,15.1679991636297,46.2487214039519
038319,H,5553,"1995-01-01 06:30:00",N,R,00319,"ZG JEZERSKO-ŽELIN",01110,"ŠK.LOKA-GORENJA VAS",NULL,C,SV,PR,D,R,MO,A,438411,109052,14.1982882290931,46.1228065208766
038321,B,5513,"1995-01-01 02:00:00",D,N,13004,IZOLA,00007,"DANTEJEVA ULICA",NULL,C,HI,TO,D,N,MO,A,395252,43959,13.6541582775095,45.5319925931612
038322,L,5511,"1995-01-12 21:45:00",N,R,00377,D.TREBUŠA-ŽIRI,01370,D.TREBUŠA-SP.IDRIJA,NULL,R,OS,PP,J,N,SU,A,423484,99279,14.006750139524,46.0333699283636
038323,B,5513,"1995-01-03 14:30:00",D,N,13004,IZOLA,00052,"TRG REPUBLIKE",NULL,P,PV,TV,J,N,SU,A,395719,44486,13.660023044209,45.5368036860795
038324,B,5518,"1995-01-12 09:10:00",N,M,00001,"KORENSKO SEDLO - BREGANA",00209,PODTABOR-KR(KIDRIČEVA),NULL,C,SV,ÈT,J,N,SU,A,449999,123110,14.3467202262762,46.2502353894669
038327,B,5503,"1995-01-07 17:30:00",D,N,03104,"TRNOVLJE PRI CELJU",00002,"CESTA V ZADOBROVO",0002,C,HI,TO,O,R,SU,A,NULL,NULL,NULL,NULL
038328,B,5548,"1995-01-09 18:15:00",N,M,00010,"ŠENTILJ - DEKANI",00311,KOZINA-KASTELEC,NULL,C,HI,NT,J,N,SU,A,415210,48397,13.9088568918295,45.5746443190636
